Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
O43772	SLC25A20			GO:0015227|GO:0005476|GO:0015226	acyl carnitine transmembrane transporter activity|carnitine:acyl carnitine antiporter activity|carnitine transmembrane transporter activity
Q92523	CPT1B	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0004095	carnitine O-palmitoyltransferase activity
P50416	CPT1A	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0004095|GO:0042802|GO:1990698	carnitine O-palmitoyltransferase activity|identical protein binding|palmitoleoyltransferase activity
Q28705	KCNE1	KW-0407|KW-0631|KW-0851	Ion channel|Potassium channel|Voltage-gated channel	GO:0005251|GO:0015459	delayed rectifier potassium channel activity|potassium channel regulator activity
P00803	lepB	KW-0378|KW-0645	Hydrolase|Protease	GO:0004175|GO:0008233|GO:0004252|GO:0015643	endopeptidase activity|peptidase activity|serine-type endopeptidase activity|toxic substance binding
P49863	GZMK	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252|GO:0008236	serine-type endopeptidase activity|serine-type peptidase activity
Q02644	Ghrhr	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0019838|GO:0016520|GO:0017046	growth factor binding|growth hormone-releasing hormone receptor activity|peptide hormone binding
P52505	NDUFAB1			GO:0000035|GO:0000036|GO:0005504|GO:0008137|GO:0016491|GO:0031177	acyl binding|acyl carrier activity|fatty acid binding|NADH dehydrogenase (ubiquinone) activity|oxidoreductase activity|phosphopantetheine binding
Q9Y6K9	IKBKG			GO:0042802|GO:0070530|GO:1990450|GO:0046872|GO:0042975|GO:0019904|GO:0046982|GO:0042803|GO:0031625	identical protein binding|K63-linked polyubiquitin modification-dependent protein binding|linear polyubiquitin binding|metal ion binding|peroxisome proliferator activated receptor binding|protein domain specific binding|protein heterodimerization activity|protein homodimerization activity|ubiquitin protein ligase binding
Q27713	N/A	KW-0489|KW-0511|KW-0560|KW-0808	Methyltransferase|Multifunctional enzyme|Oxidoreductase|Transferase	GO:0004146|GO:0004799	dihydrofolate reductase activity|thymidylate synthase activity
Q9UJM8	HAO1	KW-0560	Oxidoreductase	GO:0003973|GO:0010181|GO:0008891|GO:0047969|GO:0052853|GO:0052854|GO:0005102|GO:0052852	(S)-2-hydroxy-acid oxidase activity|FMN binding|glycolate oxidase activity|glyoxylate oxidase activity|long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity|medium-chain-(S)-2-hydroxy-acid oxidase activity|signaling receptor binding|very-long-chain-(S)-2-hydroxy-acid oxidase activity
Q8ZLS1	kdsD	KW-0413	Isomerase	GO:0019146|GO:0097367|GO:0046872	arabinose-5-phosphate isomerase activity|carbohydrate derivative binding|metal ion binding
P09417	QDPR	KW-0560	Oxidoreductase	GO:0004155|GO:0009055|GO:0070404|GO:0070402|GO:0042803	6,7-dihydropteridine reductase activity|electron transfer activity|NADH binding|NADPH binding|protein homodimerization activity
P11348	Qdpr	KW-0560	Oxidoreductase	GO:0004155|GO:0070404|GO:0070402|GO:0042803	6,7-dihydropteridine reductase activity|NADH binding|NADPH binding|protein homodimerization activity
P19623	SRM	KW-0808	Transferase	GO:0042802|GO:0042803|GO:0004766	identical protein binding|protein homodimerization activity|spermidine synthase activity
P00382	dhfrI	KW-0560	Oxidoreductase	GO:0004146|GO:0050661	dihydrofolate reductase activity|NADP binding
Q59487	folA	KW-0560	Oxidoreductase	GO:0004146|GO:0050661	dihydrofolate reductase activity|NADP binding
P04174	folA	KW-0560	Oxidoreductase	GO:0004146|GO:0050661	dihydrofolate reductase activity|NADP binding
P05108	CYP11A1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0008386|GO:0020037|GO:0005506	cholesterol monooxygenase (side-chain-cleaving) activity|heme binding|iron ion binding
P30099	Cyp11b2	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0047783|GO:0020037|GO:0005506|GO:0004507	corticosterone 18-monooxygenase activity|heme binding|iron ion binding|steroid 11-beta-monooxygenase activity
Q9Z2Z8	Dhcr7	KW-0560	Oxidoreductase	GO:0047598|GO:0050661|GO:0009918	7-dehydrocholesterol reductase activity|NADP binding|sterol delta7 reductase activity
P17256	Mvk	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0042802|GO:0000287|GO:0004496|GO:0003729|GO:1990825	ATP binding|identical protein binding|magnesium ion binding|mevalonate kinase activity|mRNA binding|sequence-specific mRNA binding
Q28642	BDKRB2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004947	bradykinin receptor activity
P04439	HLA-A			GO:0030881|GO:0042605|GO:0046977	beta-2-microglobulin binding|peptide antigen binding|TAP binding
Q91WG0	Ces2c	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0047619	acylcarnitine hydrolase activity
Q9QLI9	PA	KW-0255|KW-0378|KW-0540	Endonuclease|Hydrolase|Nuclease	GO:0004519|GO:0046872|GO:0003723	endonuclease activity|metal ion binding|RNA binding
P05631	ATP5F1C			GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
P26435	Slc10a1			GO:0008508|GO:0015125	bile acid:sodium symporter activity|bile acid transmembrane transporter activity
P04608	tat	KW-0010|KW-0694	Activator|RNA-binding	GO:0042805|GO:0030332|GO:0046872|GO:0019904|GO:0001070|GO:1990970	actinin binding|cyclin binding|metal ion binding|protein domain specific binding|RNA-binding transcription regulator activity|trans-activation response element binding
P41232	P2ry2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0031686|GO:0005524|GO:0045028|GO:0045030	A1 adenosine receptor binding|ATP binding|G-protein coupled purinergic nucleotide receptor activity|UTP-activated nucleotide receptor activity
P97584	Ptgr1	KW-0560	Oxidoreductase	GO:0036132|GO:0047522|GO:0032440	13-prostaglandin reductase activity|15-oxoprostaglandin 13-oxidase activity|2-alkenal reductase [NAD(P)] activity
P10378	entE	KW-0012|KW-0436|KW-0808	Acyltransferase|Ligase|Transferase	GO:0008668|GO:0047527|GO:0005524|GO:0016746	(2,3-dihydroxybenzoyl)adenylate synthase activity|2,3-dihydroxybenzoate-serine ligase activity|ATP binding|transferase activity, transferring acyl groups
O42772	SDH2	KW-0560	Oxidoreductase	GO:0051537|GO:0051538|GO:0051539|GO:0009055|GO:0046872|GO:0008177	2 iron, 2 sulfur cluster binding|3 iron, 4 sulfur cluster binding|4 iron, 4 sulfur cluster binding|electron transfer activity|metal ion binding|succinate dehydrogenase (ubiquinone) activity
Q62976	Kcnma1	KW-0407|KW-0631|KW-0851	Ion channel|Potassium channel|Voltage-gated channel	GO:0015269|GO:0060072|GO:0046872|GO:0044877|GO:0042803|GO:0005249	calcium-activated potassium channel activity|large conductance calcium-activated potassium channel activity|metal ion binding|protein-containing complex binding|protein homodimerization activity|voltage-gated potassium channel activity
Q6R5A3	Trpv1	KW-0107|KW-0112|KW-0407	Calcium channel|Calmodulin-binding|Ion channel	GO:0005524|GO:0015278|GO:0005516|GO:0005231|GO:0005230|GO:0046872|GO:0035091|GO:0051219|GO:0097603|GO:0004888	ATP binding|calcium-release channel activity|calmodulin binding|excitatory extracellular ligand-gated ion channel activity|extracellular ligand-gated ion channel activity|metal ion binding|phosphatidylinositol binding|phosphoprotein binding|temperature-gated ion channel activity|transmembrane signaling receptor activity
A5A4K9	GHSR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016520|GO:0001616	growth hormone-releasing hormone receptor activity|growth hormone secretagogue receptor activity
P34021	EcR	KW-0238|KW-0675	DNA-binding|Receptor	GO:0001047|GO:0003677|GO:0035100|GO:0004884|GO:0004879|GO:0046982|GO:0042803|GO:0070491|GO:0000977|GO:0001225|GO:0000981|GO:0005102|GO:0005496|GO:0001077|GO:0000976|GO:0008270	core promoter binding|DNA binding|ecdysone binding|ecdysteroid hormone receptor activity|nuclear receptor activity|protein heterodimerization activity|protein homodimerization activity|repressing transcription factor binding|RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II transcription coactivator binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|signaling receptor binding|steroid binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription regulatory region sequence-specific DNA binding|zinc ion binding
P32397	hemY	KW-0560	Oxidoreductase	GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity
Q80T02	Gpbar1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0038181|GO:0004930	bile acid receptor activity|G-protein coupled receptor activity
P06873	PROK	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0046872|GO:0004252	metal ion binding|serine-type endopeptidase activity
P31944	CASP14	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0097200|GO:0004175	cysteine-type endopeptidase activity|cysteine-type endopeptidase activity involved in execution phase of apoptosis|endopeptidase activity
Q704Y3	Trpv1	KW-0107|KW-0112|KW-0407	Calcium channel|Calmodulin-binding|Ion channel	GO:0005524|GO:0005262|GO:0015278|GO:0005516|GO:0005261|GO:0008324|GO:0017081|GO:0005231|GO:0005230|GO:0042802|GO:0005216|GO:0015276|GO:0046872|GO:0035091|GO:0051219|GO:0097603|GO:0004888	ATP binding|calcium channel activity|calcium-release channel activity|calmodulin binding|cation channel activity|cation transmembrane transporter activity|chloride channel regulator activity|excitatory extracellular ligand-gated ion channel activity|extracellular ligand-gated ion channel activity|identical protein binding|ion channel activity|ligand-gated ion channel activity|metal ion binding|phosphatidylinositol binding|phosphoprotein binding|temperature-gated ion channel activity|transmembrane signaling receptor activity
P45974	USP5	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0004843|GO:0036459|GO:0043130|GO:0008270	cysteine-type endopeptidase activity|thiol-dependent ubiquitin-specific protease activity|thiol-dependent ubiquitinyl hydrolase activity|ubiquitin binding|zinc ion binding
P13500	CCL2	KW-0202	Cytokine	GO:0031727|GO:0008009|GO:0004672|GO:0005102	CCR2 chemokine receptor binding|chemokine activity|protein kinase activity|signaling receptor binding
P11707	CYP3A6	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0070330|GO:0020037|GO:0005506|GO:0004497	aromatase activity|heme binding|iron ion binding|monooxygenase activity
O60741	HCN1	KW-0407|KW-1071|KW-0631|KW-0894|KW-0851	Ion channel|Ligand-gated ion channel|Potassium channel|Sodium channel|Voltage-gated channel	GO:0030552|GO:0042802|GO:0005222|GO:0005267|GO:0022843|GO:0005249|GO:0005248	cAMP binding|identical protein binding|intracellular cAMP activated cation channel activity|potassium channel activity|voltage-gated cation channel activity|voltage-gated potassium channel activity|voltage-gated sodium channel activity
Q9P1Z3	HCN3	KW-0407|KW-1071|KW-0631|KW-0894|KW-0851	Ion channel|Ligand-gated ion channel|Potassium channel|Sodium channel|Voltage-gated channel	GO:0030552|GO:0005249|GO:0005248	cAMP binding|voltage-gated potassium channel activity|voltage-gated sodium channel activity
Q9UL51	HCN2	KW-0407|KW-1071|KW-0631|KW-0894|KW-0851	Ion channel|Ligand-gated ion channel|Potassium channel|Sodium channel|Voltage-gated channel	GO:0030552|GO:0042802|GO:0005222|GO:0005249|GO:0005248	cAMP binding|identical protein binding|intracellular cAMP activated cation channel activity|voltage-gated potassium channel activity|voltage-gated sodium channel activity
P31228	DDO	KW-0560	Oxidoreductase	GO:0008445|GO:0071949	D-aspartate oxidase activity|FAD binding
Q86VW1	SLC22A16	KW-0217	Developmental protein	GO:0005275|GO:0015226|GO:0008514|GO:0015101	amine transmembrane transporter activity|carnitine transmembrane transporter activity|organic anion transmembrane transporter activity|organic cation transmembrane transporter activity
O75751	SLC22A3			GO:0005329|GO:0008514|GO:0015101|GO:0015651|GO:0019534	dopamine transmembrane transporter activity|organic anion transmembrane transporter activity|organic cation transmembrane transporter activity|quaternary ammonium group transmembrane transporter activity|toxin transmembrane transporter activity
Q91Y77	Slc16a10			GO:0015173|GO:0008028|GO:0015349	aromatic amino acid transmembrane transporter activity|monocarboxylic acid transmembrane transporter activity|thyroid hormone transmembrane transporter activity
O08966	Slc22a1			GO:0005277|GO:0005329|GO:0042802|GO:0008504|GO:0005333|GO:0008514|GO:0015101|GO:0042803|GO:0015651|GO:0008513	acetylcholine transmembrane transporter activity|dopamine transmembrane transporter activity|identical protein binding|monoamine transmembrane transporter activity|norepinephrine transmembrane transporter activity|organic anion transmembrane transporter activity|organic cation transmembrane transporter activity|protein homodimerization activity|quaternary ammonium group transmembrane transporter activity|secondary active organic cation transmembrane transporter activity
O70577	Slc22a2			GO:0005277|GO:0015220|GO:0005329|GO:0005333|GO:0008514|GO:0015101|GO:0015651|GO:0008513|GO:0005496	acetylcholine transmembrane transporter activity|choline transmembrane transporter activity|dopamine transmembrane transporter activity|norepinephrine transmembrane transporter activity|organic anion transmembrane transporter activity|organic cation transmembrane transporter activity|quaternary ammonium group transmembrane transporter activity|secondary active organic cation transmembrane transporter activity|steroid binding
Q9EPT5	Slco2a1			GO:0015132|GO:0015347	prostaglandin transmembrane transporter activity|sodium-independent organic anion transmembrane transporter activity
P83512	N/A	KW-1216|KW-1206|KW-1200|KW-1199|KW-0378|KW-0482|KW-0959|KW-0645|KW-0800	Complement system impairing toxin|Fibrinogenolytic toxin|Hemorrhagic toxin|Hemostasis impairing toxin|Hydrolase|Metalloprotease|Myotoxin|Protease|Toxin	GO:0046872|GO:0004222|GO:0090729	metal ion binding|metalloendopeptidase activity|toxin activity
P01111	NRAS			GO:0003924|GO:0005525|GO:0044877	GTPase activity|GTP binding|protein-containing complex binding
O54967	Tnk2	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0005154|GO:0042802|GO:0046872|GO:0004715|GO:0004712|GO:0004674|GO:0004713|GO:0005102|GO:0031625|GO:0050699	ATP binding|epidermal growth factor receptor binding|identical protein binding|metal ion binding|non-membrane spanning protein tyrosine kinase activity|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity|protein tyrosine kinase activity|signaling receptor binding|ubiquitin protein ligase binding|WW domain binding
Q6P4F1	FUT10	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0046920	alpha-(1->3)-fucosyltransferase activity
P0ADG7	guaB	KW-0560	Oxidoreductase	GO:0042802|GO:0003938|GO:0046872	identical protein binding|IMP dehydrogenase activity|metal ion binding
P52623	Uck1	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0019206|GO:0004849	ATP binding|nucleoside kinase activity|uridine kinase activity
P24547	Impdh2	KW-0238|KW-0560|KW-0694	DNA-binding|Oxidoreductase|RNA-binding	GO:0003677|GO:0003938|GO:0046872|GO:0000166|GO:0003723	DNA binding|IMP dehydrogenase activity|metal ion binding|nucleotide binding|RNA binding
P00336	LDHB	KW-0560	Oxidoreductase	GO:0004459	L-lactate dehydrogenase activity
P32248	CCR7	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016493|GO:0038117|GO:0038121|GO:0035757|GO:0035758|GO:0004930	C-C chemokine receptor activity|C-C motif chemokine 19 receptor activity|C-C motif chemokine 21 receptor activity|chemokine (C-C motif) ligand 19 binding|chemokine (C-C motif) ligand 21 binding|G-protein coupled receptor activity
P30680	Sstr2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0042923|GO:0030165|GO:0004994	neuropeptide binding|PDZ domain binding|somatostatin receptor activity
P28646	Sstr1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0042923|GO:0004994	neuropeptide binding|somatostatin receptor activity
P45040	cysK	KW-0021|KW-0808	Allosteric enzyme|Transferase	GO:0004124|GO:0080146|GO:0030170	cysteine synthase activity|L-cysteine desulfhydrase activity|pyridoxal phosphate binding
P9WP01	punA	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0004731	purine-nucleoside phosphorylase activity
P33766	Fpr1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004875|GO:0004982|GO:0050786|GO:0005124	complement receptor activity|N-formyl peptide receptor activity|RAGE receptor binding|scavenger receptor binding
P70453	Pde7a	KW-0378	Hydrolase	GO:0004115|GO:0004112|GO:0046872	3',5'-cyclic-AMP phosphodiesterase activity|cyclic-nucleotide phosphodiesterase activity|metal ion binding
P01106	MYC	KW-0010|KW-0238	Activator|DNA-binding	GO:0033613|GO:0003677|GO:0003700|GO:0070888|GO:0044877|GO:0046983|GO:0070491|GO:0000978|GO:0000981|GO:0001077|GO:0008134	activating transcription factor binding|DNA binding|DNA-binding transcription factor activity|E-box binding|protein-containing complex binding|protein dimerization activity|repressing transcription factor binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription factor binding
P61244	MAX	KW-0010|KW-0238|KW-0678	Activator|DNA-binding|Repressor	GO:0003677|GO:0003700|GO:0070888|GO:0044877|GO:0046982|GO:0042803|GO:0000981|GO:0001078|GO:0003713|GO:0003712	DNA binding|DNA-binding transcription factor activity|E-box binding|protein-containing complex binding|protein heterodimerization activity|protein homodimerization activity|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription coactivator activity|transcription coregulator activity
Q9BY08	EBPL			GO:0047750	cholestenol delta-isomerase activity
P51136	gskA	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674|GO:0050321	ATP binding|protein serine/threonine kinase activity|tau-protein kinase activity
P24527	Lta4h	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004177|GO:0004301|GO:0004463|GO:0070006|GO:0042277|GO:0008270	aminopeptidase activity|epoxide hydrolase activity|leukotriene-A4 hydrolase activity|metalloaminopeptidase activity|peptide binding|zinc ion binding
Q8ZDW5	thrS	KW-0030|KW-0436|KW-0694|KW-0820	Aminoacyl-tRNA synthetase|Ligase|RNA-binding|tRNA-binding	GO:0005524|GO:0046872|GO:0004829|GO:0000049	ATP binding|metal ion binding|threonine-tRNA ligase activity|tRNA binding
Q6YP21	KYAT3	KW-0032|KW-0456|KW-0808	Aminotransferase|Lyase|Transferase	GO:0047804|GO:0047315|GO:0016212|GO:0042803|GO:0030170|GO:0003723	cysteine-S-conjugate beta-lyase activity|kynurenine-glyoxylate transaminase activity|kynurenine-oxoglutarate transaminase activity|protein homodimerization activity|pyridoxal phosphate binding|RNA binding
Q9NR82	KCNQ5	KW-0407|KW-0631|KW-0851	Ion channel|Potassium channel|Voltage-gated channel	GO:0005249	voltage-gated potassium channel activity
P25122	Kcnc1	KW-0407|KW-0631|KW-0851	Ion channel|Potassium channel|Voltage-gated channel	GO:0005251|GO:0044325|GO:0019894	delayed rectifier potassium channel activity|ion channel binding|kinesin binding
Q13123	IK			GO:0042802	identical protein binding
Q13564	NAE1			GO:0019781|GO:0046982|GO:0031625	NEDD8 activating enzyme activity|protein heterodimerization activity|ubiquitin protein ligase binding
O95352	ATG7			GO:0019778|GO:0019779|GO:0042803|GO:0008134|GO:0004839	Atg12 activating enzyme activity|Atg8 activating enzyme activity|protein homodimerization activity|transcription factor binding|ubiquitin activating enzyme activity
A0AVT1	UBA6	KW-0436	Ligase	GO:0005524|GO:0019780|GO:0004839	ATP binding|FAT10 activating enzyme activity|ubiquitin activating enzyme activity
P41226	UBA7	KW-0436	Ligase	GO:0005524|GO:0019782|GO:0004839|GO:0004842	ATP binding|ISG15 activating enzyme activity|ubiquitin activating enzyme activity|ubiquitin-protein transferase activity
Q9Y5Z6	B3GALT1	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0047275|GO:0008499	glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity
P9WP55	cysK1	KW-0808	Transferase	GO:0004124|GO:0080146|GO:0030170	cysteine synthase activity|L-cysteine desulfhydrase activity|pyridoxal phosphate binding
P07445	ksi	KW-0413	Isomerase	GO:0004769	steroid delta-isomerase activity
O60880	SH2D1A			GO:0005070	SH3/SH2 adaptor activity
P78540	ARG2	KW-0378	Hydrolase	GO:0004053|GO:0046872	arginase activity|metal ion binding
Q01538	MYT1	KW-0217|KW-0238	Developmental protein|DNA-binding	GO:0003677|GO:0003700|GO:0000981|GO:0008270	DNA binding|DNA-binding transcription factor activity|RNA polymerase II transcription factor activity, sequence-specific DNA binding|zinc ion binding
P49763	PGF	KW-0217|KW-0339|KW-0358|KW-0497	Developmental protein|Growth factor|Heparin-binding|Mitogen	GO:0008083|GO:0008201|GO:0046982|GO:0042803|GO:0005172	growth factor activity|heparin binding|protein heterodimerization activity|protein homodimerization activity|vascular endothelial growth factor receptor binding
Q5QJU3	ACER2	KW-0378	Hydrolase	GO:0102121|GO:0071633|GO:0017040	ceramidase activity|dihydroceramidase activity|N-acylsphingosine amidohydrolase activity
Q5GIT4	kdr	KW-0217|KW-0418|KW-0675|KW-0808|KW-0829	Developmental protein|Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0019838|GO:0005021	ATP binding|growth factor binding|vascular endothelial growth factor-activated receptor activity
P43657	LPAR6	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0070915	lysophosphatidic acid receptor activity
Q99677	LPAR4	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0035727|GO:0070915	lysophosphatidic acid binding|lysophosphatidic acid receptor activity
Q9NRS4	TMPRSS4	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0005044|GO:0004252	scavenger receptor activity|serine-type endopeptidase activity
Q63008	Slc5a5			GO:0008507	sodium:iodide symporter activity
Q9C0B1	FTO	KW-0223|KW-0560	Dioxygenase|Oxidoreductase	GO:0043734|GO:0008198|GO:0035516|GO:0035515|GO:1990931	DNA-N1-methyladenine dioxygenase activity|ferrous iron binding|oxidative DNA demethylase activity|oxidative RNA demethylase activity|RNA N6-methyladenosine dioxygenase activity
P18894	Dao	KW-0560	Oxidoreductase	GO:0048037|GO:0003884|GO:0071949|GO:0046983|GO:0005102	cofactor binding|D-amino-acid oxidase activity|FAD binding|protein dimerization activity|signaling receptor binding
P9WH75	nrdE	KW-0021|KW-0560	Allosteric enzyme|Oxidoreductase	GO:0005524|GO:0051063|GO:0004748	ATP binding|CDP reductase activity|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
P12004	PCNA	KW-0238	DNA-binding	GO:0003682|GO:0003684|GO:0032139|GO:0070182|GO:0030337|GO:0019899|GO:0030331|GO:0035035|GO:0042802|GO:0032405|GO:0000701|GO:0030971	chromatin binding|damaged DNA binding|dinucleotide insertion or deletion binding|DNA polymerase binding|DNA polymerase processivity factor activity|enzyme binding|estrogen receptor binding|histone acetyltransferase binding|identical protein binding|MutLalpha complex binding|purine-specific mismatch base pair DNA N-glycosylase activity|receptor tyrosine kinase binding
P96471	ska				
Q9TT92	ADAMTS5	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0046872|GO:0004222	metal ion binding|metalloendopeptidase activity
Q8VIH9	Uts2r	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001604	urotensin II receptor activity
P49238	CX3CR1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004950|GO:0019960|GO:0016495|GO:0008528|GO:0004930	chemokine receptor activity|C-X3-C chemokine binding|C-X3-C chemokine receptor activity|G-protein coupled peptide receptor activity|G-protein coupled receptor activity
P51576	P2rx1	KW-0407|KW-1071|KW-0675	Ion channel|Ligand-gated ion channel|Receptor	GO:0005524|GO:0005261|GO:0008144|GO:0004931|GO:0001614|GO:0008270	ATP binding|cation channel activity|drug binding|extracellularly ATP-gated cation channel activity|purinergic nucleotide receptor activity|zinc ion binding
Q921V5	Mgat2	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0008455|GO:0030246	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity|carbohydrate binding
Q6E213	AWAT2	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0003846|GO:0102966|GO:0047196|GO:0050252|GO:0103095	2-acylglycerol O-acyltransferase activity|arachidoyl-CoA:1-dodecanol O-acyltransferase activity|long-chain-alcohol O-fatty-acyltransferase activity|retinol O-fatty-acyltransferase activity|wax ester synthase activity
Q58HT5	AWAT1	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0102966|GO:0047196|GO:0103095	arachidoyl-CoA:1-dodecanol O-acyltransferase activity|long-chain-alcohol O-fatty-acyltransferase activity|wax ester synthase activity
Q2NL67	PARP6	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0003950	NAD+ ADP-ribosyltransferase activity
P21275	Bmp4	KW-0202|KW-0217|KW-0339	Cytokine|Developmental protein|Growth factor	GO:0070700|GO:0042056|GO:0039706|GO:0005125|GO:0008083|GO:0008201|GO:0042803|GO:0005160	BMP receptor binding|chemoattractant activity|co-receptor binding|cytokine activity|growth factor activity|heparin binding|protein homodimerization activity|transforming growth factor beta receptor binding
P60033	CD81	KW-1183|KW-0675	Host cell receptor for virus entry|Receptor	GO:0005178|GO:0023026|GO:1990459|GO:0001618	integrin binding|MHC class II protein complex binding|transferrin receptor binding|virus receptor activity
Q62633	Slc10a2			GO:0008508	bile acid:sodium symporter activity
Q14330	GPR18	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930	G-protein coupled receptor activity
P0C1U8	sspA	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252	serine-type endopeptidase activity
Q13336	SLC14A1	KW-0095	Blood group antigen	GO:0015265|GO:0015204|GO:0005372	urea channel activity|urea transmembrane transporter activity|water transmembrane transporter activity
P9WHH1	trxB	KW-0560	Oxidoreductase	GO:0050660|GO:0070402|GO:0015035|GO:0004791	flavin adenine dinucleotide binding|NADPH binding|protein disulfide oxidoreductase activity|thioredoxin-disulfide reductase activity
Q9ES90	Gpr35	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004950|GO:0016494|GO:0004930|GO:0038023	chemokine receptor activity|C-X-C chemokine receptor activity|G-protein coupled receptor activity|signaling receptor activity
Q9H1R2	DUSP15	KW-0378|KW-0904	Hydrolase|Protein phosphatase	GO:0016791|GO:0008138|GO:0004725	phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|protein tyrosine phosphatase activity
Q09137	Prkaa2	KW-0156|KW-0418|KW-0723|KW-0808	Chromatin regulator|Kinase|Serine/threonine-protein kinase|Transferase	GO:0050405|GO:0047322|GO:0004679|GO:0005524|GO:0003682|GO:0035174|GO:0046872|GO:0030674|GO:0004672|GO:0004674	[acetyl-CoA carboxylase] kinase activity|[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity|AMP-activated protein kinase activity|ATP binding|chromatin binding|histone serine kinase activity|metal ion binding|protein binding, bridging|protein kinase activity|protein serine/threonine kinase activity
